source_id,ibge_code,municipality,status_2024_p6,status_2025_p6,directory_hash,accessed_at
fnde_siope_rreo_annex8_pdf,4301552,Áurea,covered,covered,31444bbed0acfd651537f3aca38a02c7299c08c22f3f44eb9193672321896e34,2026-07-20T17:40:46Z
fnde_siope_rreo_annex8_pdf,4301602,Bagé,covered,covered,31444bbed0acfd651537f3aca38a02c7299c08c22f3f44eb9193672321896e34,2026-07-20T17:40:46Z
fnde_siope_rreo_annex8_pdf,4301636,Balneário Pinhal,covered,covered,31444bbed0acfd651537f3aca38a02c7299c08c22f3f44eb9193672321896e34,2026-07-20T17:40:46Z
fnde_siope_rreo_annex8_pdf,4301651,Barão,covered,covered,31444bbed0acfd651537f3aca38a02c7299c08c22f3f44eb9193672321896e34,2026-07-20T17:40:46Z
fnde_siope_rreo_annex8_pdf,4301701,Barão de Cotegipe,covered,covered,31444bbed0acfd651537f3aca38a02c7299c08c22f3f44eb9193672321896e34,2026-07-20T17:40:46Z
fnde_siope_rreo_annex8_pdf,4301750,Barão do Triunfo,covered,covered,31444bbed0acfd651537f3aca38a02c7299c08c22f3f44eb9193672321896e34,2026-07-20T17:40:46Z
fnde_siope_rreo_annex8_pdf,4301800,Barracão,covered,covered,31444bbed0acfd651537f3aca38a02c7299c08c22f3f44eb9193672321896e34,2026-07-20T17:40:46Z
fnde_siope_rreo_annex8_pdf,4301859,Barra do Guarita,covered,covered,31444bbed0acfd651537f3aca38a02c7299c08c22f3f44eb9193672321896e34,2026-07-20T17:40:46Z
fnde_siope_rreo_annex8_pdf,4301875,Barra do Quaraí,covered,missing,31444bbed0acfd651537f3aca38a02c7299c08c22f3f44eb9193672321896e34,2026-07-20T17:40:46Z
fnde_siope_rreo_annex8_pdf,4301909,Barra do Ribeiro,covered,covered,31444bbed0acfd651537f3aca38a02c7299c08c22f3f44eb9193672321896e34,2026-07-20T17:40:46Z
fnde_siope_rreo_annex8_pdf,4301925,Barra do Rio Azul,covered,covered,31444bbed0acfd651537f3aca38a02c7299c08c22f3f44eb9193672321896e34,2026-07-20T17:40:46Z
fnde_siope_rreo_annex8_pdf,4301958,Barra Funda,covered,covered,31444bbed0acfd651537f3aca38a02c7299c08c22f3f44eb9193672321896e34,2026-07-20T17:40:46Z
fnde_siope_rreo_annex8_pdf,4302006,Barros Cassal,covered,covered,31444bbed0acfd651537f3aca38a02c7299c08c22f3f44eb9193672321896e34,2026-07-20T17:40:46Z
fnde_siope_rreo_annex8_pdf,4302055,Benjamin Constant do Sul,covered,covered,31444bbed0acfd651537f3aca38a02c7299c08c22f3f44eb9193672321896e34,2026-07-20T17:40:46Z
fnde_siope_rreo_annex8_pdf,4302105,Bento Gonçalves,covered,covered,31444bbed0acfd651537f3aca38a02c7299c08c22f3f44eb9193672321896e34,2026-07-20T17:40:46Z
fnde_siope_rreo_annex8_pdf,4302154,Boa Vista das Missões,covered,covered,31444bbed0acfd651537f3aca38a02c7299c08c22f3f44eb9193672321896e34,2026-07-20T17:40:46Z
fnde_siope_rreo_annex8_pdf,4302204,Boa Vista do Buricá,covered,covered,31444bbed0acfd651537f3aca38a02c7299c08c22f3f44eb9193672321896e34,2026-07-20T17:40:46Z
fnde_siope_rreo_annex8_pdf,4302220,Boa Vista do Cadeado,covered,covered,31444bbed0acfd651537f3aca38a02c7299c08c22f3f44eb9193672321896e34,2026-07-20T17:40:46Z
fnde_siope_rreo_annex8_pdf,4302238,Boa Vista do Incra,covered,covered,31444bbed0acfd651537f3aca38a02c7299c08c22f3f44eb9193672321896e34,2026-07-20T17:40:46Z
fnde_siope_rreo_annex8_pdf,4302253,Boa Vista do Sul,covered,covered,31444bbed0acfd651537f3aca38a02c7299c08c22f3f44eb9193672321896e34,2026-07-20T17:40:46Z
fnde_siope_rreo_annex8_pdf,4302303,Bom Jesus,covered,covered,31444bbed0acfd651537f3aca38a02c7299c08c22f3f44eb9193672321896e34,2026-07-20T17:40:46Z
fnde_siope_rreo_annex8_pdf,4302352,Bom Princípio,covered,covered,31444bbed0acfd651537f3aca38a02c7299c08c22f3f44eb9193672321896e34,2026-07-20T17:40:46Z
fnde_siope_rreo_annex8_pdf,4302378,Bom Progresso,covered,covered,31444bbed0acfd651537f3aca38a02c7299c08c22f3f44eb9193672321896e34,2026-07-20T17:40:46Z
fnde_siope_rreo_annex8_pdf,4302402,Bom Retiro do Sul,covered,covered,31444bbed0acfd651537f3aca38a02c7299c08c22f3f44eb9193672321896e34,2026-07-20T17:40:46Z
fnde_siope_rreo_annex8_pdf,4302451,Boqueirão do Leão,covered,covered,31444bbed0acfd651537f3aca38a02c7299c08c22f3f44eb9193672321896e34,2026-07-20T17:40:46Z
fnde_siope_rreo_annex8_pdf,4302501,Bossoroca,covered,covered,31444bbed0acfd651537f3aca38a02c7299c08c22f3f44eb9193672321896e34,2026-07-20T17:40:46Z
fnde_siope_rreo_annex8_pdf,4302584,Bozano,covered,covered,31444bbed0acfd651537f3aca38a02c7299c08c22f3f44eb9193672321896e34,2026-07-20T17:40:46Z
fnde_siope_rreo_annex8_pdf,4302600,Braga,covered,covered,31444bbed0acfd651537f3aca38a02c7299c08c22f3f44eb9193672321896e34,2026-07-20T17:40:46Z
fnde_siope_rreo_annex8_pdf,4302659,Brochier,covered,covered,31444bbed0acfd651537f3aca38a02c7299c08c22f3f44eb9193672321896e34,2026-07-20T17:40:46Z
fnde_siope_rreo_annex8_pdf,4302709,Butiá,covered,covered,31444bbed0acfd651537f3aca38a02c7299c08c22f3f44eb9193672321896e34,2026-07-20T17:40:46Z
fnde_siope_rreo_annex8_pdf,4302808,Caçapava do Sul,covered,covered,31444bbed0acfd651537f3aca38a02c7299c08c22f3f44eb9193672321896e34,2026-07-20T17:40:46Z
fnde_siope_rreo_annex8_pdf,4302907,Cacequi,covered,missing,31444bbed0acfd651537f3aca38a02c7299c08c22f3f44eb9193672321896e34,2026-07-20T17:40:46Z
fnde_siope_rreo_annex8_pdf,4303004,Cachoeira do Sul,covered,covered,31444bbed0acfd651537f3aca38a02c7299c08c22f3f44eb9193672321896e34,2026-07-20T17:40:46Z
fnde_siope_rreo_annex8_pdf,4303103,Cachoeirinha,covered,covered,31444bbed0acfd651537f3aca38a02c7299c08c22f3f44eb9193672321896e34,2026-07-20T17:40:46Z
fnde_siope_rreo_annex8_pdf,4303202,Cacique Doble,covered,covered,31444bbed0acfd651537f3aca38a02c7299c08c22f3f44eb9193672321896e34,2026-07-20T17:40:46Z
fnde_siope_rreo_annex8_pdf,4303301,Caibaté,covered,covered,31444bbed0acfd651537f3aca38a02c7299c08c22f3f44eb9193672321896e34,2026-07-20T17:40:46Z
fnde_siope_rreo_annex8_pdf,4303400,Caiçara,covered,covered,31444bbed0acfd651537f3aca38a02c7299c08c22f3f44eb9193672321896e34,2026-07-20T17:40:46Z
fnde_siope_rreo_annex8_pdf,4303509,Camaquã,covered,covered,31444bbed0acfd651537f3aca38a02c7299c08c22f3f44eb9193672321896e34,2026-07-20T17:40:46Z
fnde_siope_rreo_annex8_pdf,4303558,Camargo,covered,covered,31444bbed0acfd651537f3aca38a02c7299c08c22f3f44eb9193672321896e34,2026-07-20T17:40:46Z
fnde_siope_rreo_annex8_pdf,4303608,Cambará do Sul,covered,covered,31444bbed0acfd651537f3aca38a02c7299c08c22f3f44eb9193672321896e34,2026-07-20T17:40:46Z
fnde_siope_rreo_annex8_pdf,4303673,Campestre da Serra,covered,covered,31444bbed0acfd651537f3aca38a02c7299c08c22f3f44eb9193672321896e34,2026-07-20T17:40:46Z
fnde_siope_rreo_annex8_pdf,4303707,Campina das Missões,covered,covered,31444bbed0acfd651537f3aca38a02c7299c08c22f3f44eb9193672321896e34,2026-07-20T17:40:46Z
fnde_siope_rreo_annex8_pdf,4303806,Campinas do Sul,covered,covered,31444bbed0acfd651537f3aca38a02c7299c08c22f3f44eb9193672321896e34,2026-07-20T17:40:46Z
fnde_siope_rreo_annex8_pdf,4303905,Campo Bom,covered,covered,31444bbed0acfd651537f3aca38a02c7299c08c22f3f44eb9193672321896e34,2026-07-20T17:40:46Z
fnde_siope_rreo_annex8_pdf,4304002,Campo Novo,covered,covered,31444bbed0acfd651537f3aca38a02c7299c08c22f3f44eb9193672321896e34,2026-07-20T17:40:46Z
fnde_siope_rreo_annex8_pdf,4304101,Campos Borges,covered,covered,31444bbed0acfd651537f3aca38a02c7299c08c22f3f44eb9193672321896e34,2026-07-20T17:40:46Z
fnde_siope_rreo_annex8_pdf,4304200,Candelária,covered,covered,31444bbed0acfd651537f3aca38a02c7299c08c22f3f44eb9193672321896e34,2026-07-20T17:40:46Z
fnde_siope_rreo_annex8_pdf,4304309,Cândido Godói,covered,covered,31444bbed0acfd651537f3aca38a02c7299c08c22f3f44eb9193672321896e34,2026-07-20T17:40:46Z
fnde_siope_rreo_annex8_pdf,4304358,Candiota,covered,covered,31444bbed0acfd651537f3aca38a02c7299c08c22f3f44eb9193672321896e34,2026-07-20T17:40:46Z
fnde_siope_rreo_annex8_pdf,4304408,Canela,covered,covered,31444bbed0acfd651537f3aca38a02c7299c08c22f3f44eb9193672321896e34,2026-07-20T17:40:46Z
fnde_siope_rreo_annex8_pdf,4304507,Canguçu,covered,covered,31444bbed0acfd651537f3aca38a02c7299c08c22f3f44eb9193672321896e34,2026-07-20T17:40:46Z
fnde_siope_rreo_annex8_pdf,4304606,Canoas,covered,covered,31444bbed0acfd651537f3aca38a02c7299c08c22f3f44eb9193672321896e34,2026-07-20T17:40:46Z
fnde_siope_rreo_annex8_pdf,4304614,Canudos do Vale,covered,covered,31444bbed0acfd651537f3aca38a02c7299c08c22f3f44eb9193672321896e34,2026-07-20T17:40:46Z
fnde_siope_rreo_annex8_pdf,4304622,Capão Bonito do Sul,covered,covered,31444bbed0acfd651537f3aca38a02c7299c08c22f3f44eb9193672321896e34,2026-07-20T17:40:46Z
fnde_siope_rreo_annex8_pdf,4304630,Capão da Canoa,covered,covered,31444bbed0acfd651537f3aca38a02c7299c08c22f3f44eb9193672321896e34,2026-07-20T17:40:46Z
fnde_siope_rreo_annex8_pdf,4304655,Capão do Cipó,covered,covered,31444bbed0acfd651537f3aca38a02c7299c08c22f3f44eb9193672321896e34,2026-07-20T17:40:46Z
fnde_siope_rreo_annex8_pdf,4304663,Capão do Leão,covered,covered,31444bbed0acfd651537f3aca38a02c7299c08c22f3f44eb9193672321896e34,2026-07-20T17:40:46Z
fnde_siope_rreo_annex8_pdf,4304671,Capivari do Sul,covered,covered,31444bbed0acfd651537f3aca38a02c7299c08c22f3f44eb9193672321896e34,2026-07-20T17:40:46Z
fnde_siope_rreo_annex8_pdf,4304689,Capela de Santana,covered,covered,31444bbed0acfd651537f3aca38a02c7299c08c22f3f44eb9193672321896e34,2026-07-20T17:40:46Z
fnde_siope_rreo_annex8_pdf,4304697,Capitão,covered,covered,31444bbed0acfd651537f3aca38a02c7299c08c22f3f44eb9193672321896e34,2026-07-20T17:40:46Z
fnde_siope_rreo_annex8_pdf,4304705,Carazinho,covered,covered,31444bbed0acfd651537f3aca38a02c7299c08c22f3f44eb9193672321896e34,2026-07-20T17:40:46Z
fnde_siope_rreo_annex8_pdf,4304713,Caraá,covered,covered,31444bbed0acfd651537f3aca38a02c7299c08c22f3f44eb9193672321896e34,2026-07-20T17:40:46Z
fnde_siope_rreo_annex8_pdf,4304804,Carlos Barbosa,covered,covered,31444bbed0acfd651537f3aca38a02c7299c08c22f3f44eb9193672321896e34,2026-07-20T17:40:46Z
fnde_siope_rreo_annex8_pdf,4304853,Carlos Gomes,covered,covered,31444bbed0acfd651537f3aca38a02c7299c08c22f3f44eb9193672321896e34,2026-07-20T17:40:46Z
fnde_siope_rreo_annex8_pdf,4304903,Casca,covered,covered,31444bbed0acfd651537f3aca38a02c7299c08c22f3f44eb9193672321896e34,2026-07-20T17:40:46Z
fnde_siope_rreo_annex8_pdf,4304952,Caseiros,covered,covered,31444bbed0acfd651537f3aca38a02c7299c08c22f3f44eb9193672321896e34,2026-07-20T17:40:46Z
fnde_siope_rreo_annex8_pdf,4305009,Catuípe,covered,covered,31444bbed0acfd651537f3aca38a02c7299c08c22f3f44eb9193672321896e34,2026-07-20T17:40:46Z
fnde_siope_rreo_annex8_pdf,4305108,Caxias do Sul,covered,covered,31444bbed0acfd651537f3aca38a02c7299c08c22f3f44eb9193672321896e34,2026-07-20T17:40:46Z
fnde_siope_rreo_annex8_pdf,4305116,Centenário,covered,covered,31444bbed0acfd651537f3aca38a02c7299c08c22f3f44eb9193672321896e34,2026-07-20T17:40:46Z
fnde_siope_rreo_annex8_pdf,4305124,Cerrito,covered,covered,31444bbed0acfd651537f3aca38a02c7299c08c22f3f44eb9193672321896e34,2026-07-20T17:40:46Z
fnde_siope_rreo_annex8_pdf,4305132,Cerro Branco,covered,missing,31444bbed0acfd651537f3aca38a02c7299c08c22f3f44eb9193672321896e34,2026-07-20T17:40:46Z
fnde_siope_rreo_annex8_pdf,4305157,Cerro Grande,covered,covered,31444bbed0acfd651537f3aca38a02c7299c08c22f3f44eb9193672321896e34,2026-07-20T17:40:46Z
fnde_siope_rreo_annex8_pdf,4305173,Cerro Grande do Sul,covered,covered,31444bbed0acfd651537f3aca38a02c7299c08c22f3f44eb9193672321896e34,2026-07-20T17:40:46Z
fnde_siope_rreo_annex8_pdf,4305207,Cerro Largo,covered,covered,31444bbed0acfd651537f3aca38a02c7299c08c22f3f44eb9193672321896e34,2026-07-20T17:40:46Z
fnde_siope_rreo_annex8_pdf,4305306,Chapada,covered,covered,31444bbed0acfd651537f3aca38a02c7299c08c22f3f44eb9193672321896e34,2026-07-20T17:40:46Z
fnde_siope_rreo_annex8_pdf,4305355,Charqueadas,covered,covered,31444bbed0acfd651537f3aca38a02c7299c08c22f3f44eb9193672321896e34,2026-07-20T17:40:46Z
fnde_siope_rreo_annex8_pdf,4305371,Charrua,covered,covered,31444bbed0acfd651537f3aca38a02c7299c08c22f3f44eb9193672321896e34,2026-07-20T17:40:46Z
fnde_siope_rreo_annex8_pdf,4305405,Chiapetta,covered,covered,31444bbed0acfd651537f3aca38a02c7299c08c22f3f44eb9193672321896e34,2026-07-20T17:40:46Z
fnde_siope_rreo_annex8_pdf,4305439,Chuí,covered,covered,31444bbed0acfd651537f3aca38a02c7299c08c22f3f44eb9193672321896e34,2026-07-20T17:40:46Z
fnde_siope_rreo_annex8_pdf,4305447,Chuvisca,covered,covered,31444bbed0acfd651537f3aca38a02c7299c08c22f3f44eb9193672321896e34,2026-07-20T17:40:46Z
fnde_siope_rreo_annex8_pdf,4305454,Cidreira,covered,covered,31444bbed0acfd651537f3aca38a02c7299c08c22f3f44eb9193672321896e34,2026-07-20T17:40:46Z
fnde_siope_rreo_annex8_pdf,4305504,Ciríaco,covered,covered,31444bbed0acfd651537f3aca38a02c7299c08c22f3f44eb9193672321896e34,2026-07-20T17:40:46Z
fnde_siope_rreo_annex8_pdf,4305587,Colinas,covered,covered,31444bbed0acfd651537f3aca38a02c7299c08c22f3f44eb9193672321896e34,2026-07-20T17:40:46Z
fnde_siope_rreo_annex8_pdf,4305603,Colorado,covered,covered,31444bbed0acfd651537f3aca38a02c7299c08c22f3f44eb9193672321896e34,2026-07-20T17:40:46Z
fnde_siope_rreo_annex8_pdf,4305702,Condor,covered,covered,31444bbed0acfd651537f3aca38a02c7299c08c22f3f44eb9193672321896e34,2026-07-20T17:40:46Z
fnde_siope_rreo_annex8_pdf,4305801,Constantina,covered,covered,31444bbed0acfd651537f3aca38a02c7299c08c22f3f44eb9193672321896e34,2026-07-20T17:40:46Z
fnde_siope_rreo_annex8_pdf,4305835,Coqueiro Baixo,covered,covered,31444bbed0acfd651537f3aca38a02c7299c08c22f3f44eb9193672321896e34,2026-07-20T17:40:46Z
fnde_siope_rreo_annex8_pdf,4305850,Coqueiros do Sul,covered,covered,31444bbed0acfd651537f3aca38a02c7299c08c22f3f44eb9193672321896e34,2026-07-20T17:40:46Z
fnde_siope_rreo_annex8_pdf,4305871,Coronel Barros,covered,covered,31444bbed0acfd651537f3aca38a02c7299c08c22f3f44eb9193672321896e34,2026-07-20T17:40:46Z
fnde_siope_rreo_annex8_pdf,4305900,Coronel Bicaco,covered,covered,31444bbed0acfd651537f3aca38a02c7299c08c22f3f44eb9193672321896e34,2026-07-20T17:40:46Z
fnde_siope_rreo_annex8_pdf,4305934,Coronel Pilar,covered,covered,31444bbed0acfd651537f3aca38a02c7299c08c22f3f44eb9193672321896e34,2026-07-20T17:40:46Z
fnde_siope_rreo_annex8_pdf,4305959,Cotiporã,covered,covered,31444bbed0acfd651537f3aca38a02c7299c08c22f3f44eb9193672321896e34,2026-07-20T17:40:46Z
fnde_siope_rreo_annex8_pdf,4305975,Coxilha,covered,covered,31444bbed0acfd651537f3aca38a02c7299c08c22f3f44eb9193672321896e34,2026-07-20T17:40:46Z
fnde_siope_rreo_annex8_pdf,4306007,Crissiumal,covered,covered,31444bbed0acfd651537f3aca38a02c7299c08c22f3f44eb9193672321896e34,2026-07-20T17:40:46Z
fnde_siope_rreo_annex8_pdf,4306056,Cristal,covered,covered,31444bbed0acfd651537f3aca38a02c7299c08c22f3f44eb9193672321896e34,2026-07-20T17:40:46Z
fnde_siope_rreo_annex8_pdf,4306072,Cristal do Sul,covered,covered,31444bbed0acfd651537f3aca38a02c7299c08c22f3f44eb9193672321896e34,2026-07-20T17:40:46Z
fnde_siope_rreo_annex8_pdf,4306106,Cruz Alta,covered,covered,31444bbed0acfd651537f3aca38a02c7299c08c22f3f44eb9193672321896e34,2026-07-20T17:40:46Z
fnde_siope_rreo_annex8_pdf,4306130,Cruzaltense,covered,covered,31444bbed0acfd651537f3aca38a02c7299c08c22f3f44eb9193672321896e34,2026-07-20T17:40:46Z
fnde_siope_rreo_annex8_pdf,4306205,Cruzeiro do Sul,covered,covered,31444bbed0acfd651537f3aca38a02c7299c08c22f3f44eb9193672321896e34,2026-07-20T17:40:46Z
fnde_siope_rreo_annex8_pdf,4306304,David Canabarro,covered,covered,31444bbed0acfd651537f3aca38a02c7299c08c22f3f44eb9193672321896e34,2026-07-20T17:40:46Z
fnde_siope_rreo_annex8_pdf,4306320,Derrubadas,covered,covered,31444bbed0acfd651537f3aca38a02c7299c08c22f3f44eb9193672321896e34,2026-07-20T17:40:46Z
fnde_siope_rreo_annex8_pdf,4306353,Dezesseis de Novembro,covered,covered,31444bbed0acfd651537f3aca38a02c7299c08c22f3f44eb9193672321896e34,2026-07-20T17:40:46Z
fnde_siope_rreo_annex8_pdf,4306379,Dilermando de Aguiar,covered,covered,31444bbed0acfd651537f3aca38a02c7299c08c22f3f44eb9193672321896e34,2026-07-20T17:40:46Z
fnde_siope_rreo_annex8_pdf,4306403,Dois Irmãos,covered,covered,31444bbed0acfd651537f3aca38a02c7299c08c22f3f44eb9193672321896e34,2026-07-20T17:40:46Z
fnde_siope_rreo_annex8_pdf,4306429,Dois Irmãos das Missões,covered,covered,31444bbed0acfd651537f3aca38a02c7299c08c22f3f44eb9193672321896e34,2026-07-20T17:40:46Z
fnde_siope_rreo_annex8_pdf,4306452,Dois Lajeados,covered,covered,31444bbed0acfd651537f3aca38a02c7299c08c22f3f44eb9193672321896e34,2026-07-20T17:40:46Z
fnde_siope_rreo_annex8_pdf,4306502,Dom Feliciano,covered,covered,31444bbed0acfd651537f3aca38a02c7299c08c22f3f44eb9193672321896e34,2026-07-20T17:40:46Z
fnde_siope_rreo_annex8_pdf,4306551,Dom Pedro de Alcântara,covered,covered,31444bbed0acfd651537f3aca38a02c7299c08c22f3f44eb9193672321896e34,2026-07-20T17:40:46Z
fnde_siope_rreo_annex8_pdf,4306601,Dom Pedrito,covered,covered,31444bbed0acfd651537f3aca38a02c7299c08c22f3f44eb9193672321896e34,2026-07-20T17:40:46Z
fnde_siope_rreo_annex8_pdf,4306700,Dona Francisca,covered,covered,31444bbed0acfd651537f3aca38a02c7299c08c22f3f44eb9193672321896e34,2026-07-20T17:40:46Z
fnde_siope_rreo_annex8_pdf,4306734,Doutor Maurício Cardoso,covered,covered,31444bbed0acfd651537f3aca38a02c7299c08c22f3f44eb9193672321896e34,2026-07-20T17:40:46Z
fnde_siope_rreo_annex8_pdf,4306759,Doutor Ricardo,covered,covered,31444bbed0acfd651537f3aca38a02c7299c08c22f3f44eb9193672321896e34,2026-07-20T17:40:46Z
fnde_siope_rreo_annex8_pdf,4306767,Eldorado do Sul,covered,covered,31444bbed0acfd651537f3aca38a02c7299c08c22f3f44eb9193672321896e34,2026-07-20T17:40:46Z
fnde_siope_rreo_annex8_pdf,4306809,Encantado,covered,covered,31444bbed0acfd651537f3aca38a02c7299c08c22f3f44eb9193672321896e34,2026-07-20T17:40:46Z
fnde_siope_rreo_annex8_pdf,4306908,Encruzilhada do Sul,covered,covered,31444bbed0acfd651537f3aca38a02c7299c08c22f3f44eb9193672321896e34,2026-07-20T17:40:46Z
fnde_siope_rreo_annex8_pdf,4306924,Engenho Velho,covered,covered,31444bbed0acfd651537f3aca38a02c7299c08c22f3f44eb9193672321896e34,2026-07-20T17:40:46Z
fnde_siope_rreo_annex8_pdf,4306932,Entre-Ijuís,covered,covered,31444bbed0acfd651537f3aca38a02c7299c08c22f3f44eb9193672321896e34,2026-07-20T17:40:46Z
fnde_siope_rreo_annex8_pdf,4306957,Entre Rios do Sul,covered,covered,31444bbed0acfd651537f3aca38a02c7299c08c22f3f44eb9193672321896e34,2026-07-20T17:40:46Z
fnde_siope_rreo_annex8_pdf,4306973,Erebango,covered,covered,31444bbed0acfd651537f3aca38a02c7299c08c22f3f44eb9193672321896e34,2026-07-20T17:40:46Z
fnde_siope_rreo_annex8_pdf,4307005,Erechim,covered,covered,31444bbed0acfd651537f3aca38a02c7299c08c22f3f44eb9193672321896e34,2026-07-20T17:40:46Z
fnde_siope_rreo_annex8_pdf,4307054,Ernestina,covered,covered,31444bbed0acfd651537f3aca38a02c7299c08c22f3f44eb9193672321896e34,2026-07-20T17:40:46Z
fnde_siope_rreo_annex8_pdf,4307104,Herval,covered,covered,31444bbed0acfd651537f3aca38a02c7299c08c22f3f44eb9193672321896e34,2026-07-20T17:40:46Z
fnde_siope_rreo_annex8_pdf,4307203,Erval Grande,covered,covered,31444bbed0acfd651537f3aca38a02c7299c08c22f3f44eb9193672321896e34,2026-07-20T17:40:46Z
fnde_siope_rreo_annex8_pdf,4307302,Erval Seco,covered,covered,31444bbed0acfd651537f3aca38a02c7299c08c22f3f44eb9193672321896e34,2026-07-20T17:40:46Z
fnde_siope_rreo_annex8_pdf,4307401,Esmeralda,covered,covered,31444bbed0acfd651537f3aca38a02c7299c08c22f3f44eb9193672321896e34,2026-07-20T17:40:46Z
